ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,date
111130,73,78,73,72,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,23,26.73,27.13,2024-07-08
111138,68,69,69,63,€0,€250M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,26.36,24.89,2024-07-08
111139,68,69,68,65,€0,€199M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,4,28,24.73,23.64,2024-07-08
111327,66,68,67,65,€0,€10M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,28,24.45,23.46,2024-07-08
111339,69,69,68,68,€0,€20.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,27,27.36,25.26,2024-07-08
111393,63,66,64,62,€0,€8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,27.45,23.68,2024-07-08
111395,64,63,65,63,€0,€11M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,28,26.36,24.71,2024-07-08
111399,62,63,59,61,€0,€8.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,27,25.64,23.3,2024-07-08
111400,64,63,66,62,€0,€12.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,27,26.27,22.93,2024-07-08
111701,69,78,70,68,€0,€76M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,28,27.55,24.64,2024-07-08
111706,70,69,70,71,€0,€22M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,25.0,23.36,2024-07-08
111710,70,70,68,68,€0,€18.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,28,25.09,25.14,2024-07-08
111715,67,67,68,64,€0,€12M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,28,23.64,22.79,2024-07-08
111766,64,67,63,63,€0,€5.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,23,25.82,23.43,2024-07-08
111768,67,64,69,66,€0,€11.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,4,28,27.55,27.18,2024-07-08
111993,67,66,67,66,€0,€14.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,27.45,24.82,2024-07-08
112026,67,68,67,68,€0,€32M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,28.45,26.43,2024-07-08
112110,63,63,61,61,€350K,€0,Balanced,Normal,Normal,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,1,28,26.0,25.5,2024-07-08
112218,76,79,76,75,€16.8M,€180M,Balanced,Normal,Normal,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,6,30,26.55,24.63,2024-07-08
112222,61,60,61,61,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,27,27.27,25.74,2024-07-08
112254,61,62,60,59,€0,€2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,25.0,23.43,2024-07-08
112427,66,69,65,63,€0,€6.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,28,26.18,24.71,2024-07-08
112448,62,63,60,63,€3.2M,€10.7M,Fast,Normal,Normal,Organised,Lots,Lots,Contain,Deep,Narrow,Cover,3,1,23,27.45,26.57,2024-07-08
112472,74,74,73,75,€0,€18M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,20,27.36,27.8,2024-07-08
112499,66,65,66,66,€0,€5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,26.36,25.47,2024-07-08
112513,70,74,70,69,€0,€5.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,25.45,25.15,2024-07-08
112572,65,67,66,63,€0,€7.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,26.73,26.27,2024-07-08
112578,69,70,70,69,€0,€19M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,26.64,25.33,2024-07-08
112584,68,69,70,63,€0,€15M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,26,26.0,24.65,2024-07-08
112585,68,69,68,69,€0,€17.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,18,34.27,31.89,2024-07-08
1028,70,73,72,69,€4.9M,€40M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,5,27,27.91,25.59,2024-07-08
1043,76,77,76,75,€0,€364.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,20,28.82,29.0,2024-07-08
1053,73,74,73,72,€0,€40M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,8,20,29.91,28.8,2024-07-08
1334,71,70,71,67,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,3,26,28.73,26.5,2024-07-08
1363,77,82,76,74,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,26,26.64,26.85,2024-07-08
1367,73,74,72,74,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,26,26.09,26.5,2024-07-08
1411,77,75,78,76,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,40,29.18,27.93,2024-07-08
1415,71,70,71,70,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,23,27.91,26.04,2024-07-08
1438,69,69,68,69,€0,€8.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,27,24.36,24.96,2024-07-08
1463,62,64,61,61,€0,€3.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,26,22.0,21.77,2024-07-08
1477,69,71,68,69,€0,€20M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,28,27.09,26.93,2024-07-08
1480,63,62,64,62,€0,€2.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,24.09,24.54,2024-07-08
1571,52,52,52,52,€525K,€975K,Balanced,Normal,Normal,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,1,19,22.55,20.95,2024-07-08
1598,71,71,70,71,€3.6M,€20M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,20,24.27,25.8,2024-07-08
1704,67,67,67,65,€0,€6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,26.82,24.93,2024-07-08
1713,65,66,66,64,€0,€11.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.36,25.04,2024-07-08
1750,69,70,70,67,€0,€35M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,28,23.0,21.71,2024-07-08
1786,66,64,65,66,€0,€10.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,24.55,23.96,2024-07-08
1787,67,67,68,66,€0,€10.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,2,27,25.55,24.56,2024-07-08
1802,63,62,63,64,€0,€2.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,25,26.82,25.44,2024-07-08
1814,67,68,66,67,€0,€18M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,27.73,26.75,2024-07-08
1815,71,71,71,71,€0,€75M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,29,26.45,24.66,2024-07-08
1816,68,69,69,68,€0,€26M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,26.55,24.43,2024-07-08
1826,66,66,65,63,€600K,€0,Balanced,Little,Risky,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,9,28,27.36,24.96,2024-07-08
1829,63,63,64,63,€0,€3.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,25.73,26.89,2024-07-08
1834,63,57,60,60,€750K,€0,Balanced,Little,Normal,Organised,Lots,Lots,Press,Medium,Normal,Cover,4,2,30,26.27,24.37,2024-07-08
1854,68,67,69,68,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,26.82,26.32,2024-07-08
1878,73,73,73,73,€20.4M,€110M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,23,26.09,26.09,2024-07-08
1888,70,66,70,69,€0,€7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,25.18,23.73,2024-07-08
1889,68,69,68,68,€2.2M,€8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,24.45,24.17,2024-07-08
1891,68,69,68,67,€2.1M,€5.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,27.09,25.25,2024-07-08
1892,68,68,68,69,€0,€9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,27,27.82,24.85,2024-07-08
1893,69,72,68,70,€0,€14.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,27.36,25.57,2024-07-08
1900,69,68,70,69,€0,€7.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,26,25.45,24.73,2024-07-08
1905,66,67,66,66,€0,€15.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,25.45,24.93,2024-07-08
1908,73,73,73,73,€0,€69.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,27,25.0,23.11,2024-07-08
1909,67,70,66,67,€0,€37.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,30,24.27,21.9,2024-07-08
1926,66,66,67,66,€0,€8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,26.09,24.18,2024-07-08
1930,65,64,66,64,€0,€2.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.55,24.75,2024-07-08
1937,62,65,62,60,€0,€2.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,24.27,26.29,2024-07-08
1941,60,60,62,59,€0,€2.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.0,24.61,2024-07-08
1970,76,77,77,73,€22.2M,€190M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,27,30.0,26.7,2024-07-08
2055,64,63,65,62,€0,€16.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,24.73,23.32,2024-07-08
10030,68,67,69,67,€0,€29.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,23.91,23.83,2024-07-08
15012,69,70,69,68,€800K,€2.5M,Fast,Normal,Risky,Organised,Normal,Normal,Press,Medium,Normal,Cover,1,1,25,25.36,25.56,2024-07-08
15015,64,64,64,63,€0,€5.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,26.18,24.29,2024-07-08
100325,63,64,65,62,€0,€6.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,24.73,23.04,2024-07-08
100634,67,66,67,66,€0,€25.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,29,25.36,23.76,2024-07-08
100765,72,75,72,71,€12.5M,€120M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,28,25.09,22.89,2024-07-08
100831,67,67,67,67,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,27.18,25.97,2024-07-08
101007,70,72,70,67,€0,€24.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,26,26.45,27.12,2024-07-08
101026,70,71,70,68,€4.5M,€35M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,24,25.91,25.83,2024-07-08
101028,68,70,66,68,€0,€20.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,25.64,25.14,2024-07-08
101037,68,69,69,66,€0,€13.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,2,28,24.82,23.71,2024-07-08
101084,69,68,70,69,€0,€10M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,27.09,25.46,2024-07-08
101100,70,70,68,70,€0,€47.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,28,27.64,25.11,2024-07-08
101103,70,70,70,70,€0,€32M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,26,25.91,24.73,2024-07-08
101109,67,67,66,67,€0,€17.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,27,26.27,22.3,2024-07-08
101112,69,73,68,68,€0,€193.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,25,26.0,25.32,2024-07-08
101116,66,69,64,67,€600K,€0,Balanced,Normal,Normal,Free form,Normal,Normal,Press,Medium,Normal,Cover,12,7,30,27.64,25.57,2024-07-08
77,68,70,69,67,€0,€8.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,3,23,26.64,25.17,2024-07-08
83,64,63,63,63,€0,€4.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,27,25.0,24.19,2024-07-08
91,67,68,67,66,€0,€10M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,27.64,27.07,2024-07-08
143,64,64,64,63,€0,€3.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.45,24.57,2024-07-08
149,64,64,64,65,€0,€3.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,24,22.27,22.83,2024-07-08
167,64,62,64,65,€1.3M,€8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,25,26.0,25.2,2024-07-08
190,67,67,68,67,€0,€30M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,27,27.0,24.26,2024-07-08
199,67,66,67,66,€0,€16M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,27.64,25.61,2024-07-08
203,68,68,68,67,€0,€15M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,27,26.45,27.11,2024-07-08
252,69,71,68,69,€0,€37.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,28,25.82,25.29,2024-07-08
256,67,68,66,68,€0,€42M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,28,26.09,23.82,2024-07-08
299,66,64,67,65,€0,€11.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,28,25.73,24.64,2024-07-08
301,64,64,64,63,€0,€3.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,2,28,27.09,24.93,2024-07-08
305,60,59,60,59,€0,€985K,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,26,24.73,23.73,2024-07-08
308,67,67,67,67,€0,€7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,23,26.18,25.48,2024-07-08
347,72,72,70,73,€0,€55M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,24.09,23.21,2024-07-08
373,60,59,61,59,€500K,€0,Fast,Little,Normal,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,2,28,25.18,23.71,2024-07-08
381,62,63,62,62,€0,€2.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,23,27.64,26.91,2024-07-08
382,59,59,57,59,€400K,€0,Balanced,Little,Normal,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,1,28,24.91,22.96,2024-07-08
433,66,65,67,66,€0,€25.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,2,28,26.64,24.32,2024-07-08
445,61,64,62,60,€0,€990K,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,27.09,24.43,2024-07-08
487,67,67,68,66,€0,€8.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,24.55,25.27,2024-07-08
518,69,70,69,69,€0,€5.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,27.64,25.92,2024-07-08
523,65,64,66,65,€0,€4.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,26,26.0,25.23,2024-07-08
526,65,64,65,65,€0,€4.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,24.82,23.43,2024-07-08
531,64,67,64,64,€0,€4.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,26,25.18,25.46,2024-07-08
570,66,68,64,66,€0,€13.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,24.82,23.68,2024-07-08
631,62,63,63,61,€0,€3.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,24.27,24.42,2024-07-08
645,65,67,65,65,€0,€13.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,24.64,21.53,2024-07-08
650,66,65,66,65,€5.4M,€46M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,25.36,24.13,2024-07-08
670,69,72,70,68,€0,€37M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,28,24.64,24.43,2024-07-08
681,68,67,67,68,€0,€15M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,24.09,23.54,2024-07-08
694,67,66,66,67,€0,€179M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,27,24.45,22.89,2024-07-08
695,68,69,69,63,€0,€178M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,30,26.27,24.13,2024-07-08
698,69,69,68,67,€0,€248M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,27,26.91,25.74,2024-07-08
744,70,71,69,71,€0,€16.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,2,30,26.64,25.87,2024-07-08
746,63,61,64,64,€0,€10.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,22,26.0,23.82,2024-07-08
748,70,70,70,65,€0,€15M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,29,26.91,25.79,2024-07-08
822,65,64,63,65,€0,€3.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,27,25.27,23.7,2024-07-08
826,58,51,56,58,€150K,€0,Balanced,Little,Normal,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,5,24,24.91,22.63,2024-07-08
897,68,67,69,67,€0,€34M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,24.55,23.71,2024-07-08
974,70,66,70,67,€0,€0,Balanced,Normal,Normal,Free form,Normal,Normal,Press,Medium,Normal,Cover,20,11,23,24.09,24.48,2024-07-08
982,68,70,70,66,€0,€20.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,6,28,27.45,25.39,2024-07-08
1028,70,73,72,69,€4.9M,€40M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,5,27,27.91,25.59,2024-07-08
116360,67,71,64,65,€0,€9.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,28,28.09,27.79,2024-07-08
131161,66,66,67,66,€0,€9.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,30.36,27.1,2024-07-08
131173,62,68,63,61,€0,€3.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,28.55,29.57,2024-07-08
131389,69,70,70,67,€0,€11.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,24,30.0,27.96,2024-07-08
131474,63,66,61,63,€0,€3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,26.27,24.23,2024-07-08
1,83,83,85,82,€0,€2.1B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,7,33,24.91,23.27,2024-07-04
11,81,78,78,82,€0,€4.8B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,8,33,24.18,24.18,2024-07-04
241,84,84,84,84,€0,€4.3B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,10,33,27.91,23.24,2024-07-04
10,85,86,87,84,€0,€4.6B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,10,28,26.82,24.5,2024-07-04
243,85,87,86,84,€0,€4.8B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,10,33,26.36,24.52,2024-07-04
5,79,81,79,79,€0,€2.9B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,7,33,22.0,21.42,2024-07-04
1362,83,83,84,83,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,26,27.0,26.69,2024-07-04
73,83,84,81,81,€0,€4.2B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,30,23.09,24.47,2024-07-04
21,84,90,84,83,€0,€3.8B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,33,26.91,24.36,2024-07-04
44,83,83,83,82,€0,€1B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,8,26,28.82,27.77,2024-07-04
9,83,84,80,83,€0,€4.6B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,9,33,26.27,23.76,2024-07-04
45,80,81,80,80,€0,€2B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,29,26.64,24.97,2024-07-04
2,81,83,79,78,€0,€695.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,33,25.73,24.12,2024-07-04
22,81,81,82,81,€0,€1.7B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,31,26.36,24.19,2024-07-04
47,81,80,82,80,€0,€1.2B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,30,26.0,24.73,2024-07-04
74,76,77,77,74,€0,€180M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,25,24.82,23.4,2024-07-04
189,76,79,76,75,€0,€130M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,27,24.73,24.0,2024-07-04
18,81,81,81,80,€0,€2.6B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,7,31,24.55,23.74,2024-07-04
1808,77,75,74,77,€0,€425M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,33,24.91,23.88,2024-07-04
46,80,80,80,79,€0,€320M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,6,30,29.0,25.73,2024-07-04
52,80,83,80,79,€0,€660M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,7,30,27.27,25.17,2024-07-04
8,74,73,74,73,€0,€423.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,26,22.45,23.38,2024-07-04
457,80,79,82,80,€0,€150M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,33,25.91,24.18,2024-07-04
1799,77,75,76,76,€0,€741.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,33,25.18,24.48,2024-07-04
13,80,80,76,73,€0,€730.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,6,33,24.91,25.33,2024-07-04
245,75,78,75,73,€0,€432M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,30,23.91,22.53,2024-07-04
7,76,77,76,76,€0,€684.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,4,31,28.18,25.13,2024-07-04
219,77,76,77,77,€0,€458M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,6,27,27.55,25.04,2024-07-04
2014,72,72,70,72,€0,€55M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,27,25.45,24.37,2024-07-04
66,76,77,77,75,€0,€734M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,28,27.55,24.57,2024-07-04
240,82,84,83,81,€0,€1.2B,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,9,33,29.18,26.18,2024-07-04
448,80,79,80,79,€0,€250M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,30,26.91,25.4,2024-07-04
32,82,82,83,81,€0,€465.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,6,29,25.91,23.38,2024-07-04
95,75,75,76,76,€0,€548.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,30,26.18,24.27,2024-07-04
234,79,79,80,79,€0,€320M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,29,26.45,23.14,2024-07-04
461,75,74,75,75,€0,€530M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,6,33,23.55,22.48,2024-07-04
112172,80,81,80,80,€0,€569.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,7,26,24.73,24.12,2024-07-04
1925,77,77,75,76,€0,€220.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,2,33,26.36,24.33,2024-07-04
48,80,81,80,79,€0,€660M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,8,26,27.27,26.19,2024-07-04
